Campaign Description History,Call Type Designation,TFN,,Script,Transfer,Percent,Report,SalesForceID,SourceID,BusinessDesignation,BusinessSourceID,Greeting
YellowBook Print 2015 Satellite Equipment OLD,Directories,8555435127,,Consumer Residential,0,,1,,,,,
DM 1114 ECHOXVII LOWFILL HHD14Q2 1to4 Odd,Campaigns,8555435128,,Consumer Residential,0,,0,,,,,
DTV HOME SWEET HOME A,Broadcast,8555561433,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home A,Broadcast,8555561434,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME B,Broadcast,8555561435,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home B ,Broadcast,8555561436,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME B,Broadcast,8555561437,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home B,Broadcast,8555561438,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME B,Broadcast,8555561439,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home B,Broadcast,8555561440,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home B,Broadcast,8555561441,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME B,Broadcast,8555561442,,Consumer Residential,0,,1,,,,,
Maximum Enterprizes,Dealer,8555651559,,Consumer Residential,0,,0,,213907,,,<font size='8' color='red'><b>Thank you for calling Maximum Enterprizes! Don't forget to ask about our special offers today!</b></font>
Tulsa Audio Video,Dealer,8555651560,,Consumer Residential,0,,0,,38943,,,<font size='8' color='red'><b>Thank you for calling Tulsa Audio Video! Don't forget to ask about our special offers today!</b></font>
RPM Direct,Dealer,8555651561,,Consumer Residential,0,,0,,42211,,,<font size='8' color='red'><b>Thank you for calling RPM Direct! Don't forget to ask about our special offers today!</b></font>
CM Wireless,Dealer,8555651562,,Consumer Residential,0,,0,,41432,,,<font size='8' color='red'><b>Thank you for calling CM Wireless! Don't forget to ask about our special offers today!</b></font>
Umpqua Satellite,Dealer,8555651563,,Consumer Residential,0,,0,,25917,,,<font size='8' color='red'><b>Thank you for calling Umpqua Satellite! Don't forget to ask about our special offers today!</b></font>
House of Music ,Dealer,8555651564,,Consumer Residential,0,,0,,26513,,,<font size='8' color='red'><b>Thank you for calling House of Music! Don't forget to ask about our special offers today!</b></font>
Desert Winds Wireless ,Dealer,8555651566,,Consumer Residential,0,,0,,45944,,,<font size='8' color='red'><b>Thank you for calling Desert Winds Wireless! Don't forget to ask about our special offers today!</b></font>
Dish Links ,Dealer,8555651567,,Consumer Residential,0,,0,,41835,,,<font size='8' color='red'><b>Thank you for calling Dish Links! Don't forget to ask about our special offers today!</b></font>
Independent Installations,Dealer,8555651568,,Consumer Residential,0,,0,,12558,,,<font size='8' color='red'><b>Thank you for calling Independent Installations! Don't forget to ask about our special offers today!</b></font>
Regal Audio Video ,Dealer,8555651569,,Consumer Residential,0,,0,,40399,,,<font size='8' color='red'><b>Thank you for calling Regal Audio Video! Don't forget to ask about our special offers today!</b></font>
The Last Link,Dealer,8555689791,,Consumer Residential,0,,0,,16319,,,<font size='8' color='red'><b>Thank you for calling The Last Link! Don't forget to ask about our special offers today!</b></font>
Abbasi Communications,Dealer,8555689792,,Consumer Residential,0,,0,,69378,,,<font size='8' color='red'><b>Thank you for calling Abbasi Communications! Don't forget to ask about our special offers today!</b></font>
Advanced Home,Dealer,8555689793,,Consumer Residential,0,,0,,69064,,,<font size='8' color='red'><b>Thank you for calling Advanced Home! Don't forget to ask about our special offers today!</b></font>
Appalachian Mountain Satellite,Dealer,8555689794,,Consumer Residential,0,,0,,69071,,,<font size='8' color='red'><b>Thank you for calling Appalachian Mountain Satellite! Don't forget to ask about our special offers today!</b></font>
Brads Electronics Inc,Dealer,8555689796,,Consumer Residential,0,,0,,69142,,,<font size='8' color='red'><b>Thank you for calling Brads Electronics! Don't forget to ask about our special offers today!</b></font>
Clearview Satellite,Dealer,8555689797,,Consumer Residential,0,,0,,69221,,,<font size='8' color='red'><b>Thank you for calling Clearview Satellite! Don't forget to ask about our special offers today!</b></font>
First Choice Communications,Dealer,8555689798,,Consumer Residential,0,,0,,69080,,,<font size='8' color='red'><b>Thank you for calling First Choice Communications! Don't forget to ask about our special offers today!</b></font>
Faith Satellite,Dealer,8555689799,,Consumer Residential,0,,0,,69207,,,<font size='8' color='red'><b>Thank you for calling Faith Satellite! Don't forget to ask about our special offers today!</b></font>
Americas Satellites,Dealer,8555689800,,Consumer Residential,0,,0,,69143,,,<font size='8' color='red'><b>Thank you for calling Americas Satellites! Don't forget to ask about our special offers today!</b></font>
DigiStar Genesis,Dealer,8555746441,,Consumer Residential,0,,0,,69078,,,<font size='8' color='red'><b>Thank you for calling DigiStar Genesis! Don't forget to ask about our special offers today!</b></font>
Insight Satellite,Dealer,8555746442,,Consumer Residential,0,,0,,69213,,,<font size='8' color='red'><b>Thank you for calling Insight Satellite! Don't forget to ask about our special offers today!</b></font>
JSE Home,Dealer,8555746443,,Consumer Residential,0,,0,,69154,,,<font size='8' color='red'><b>Thank you for calling JSE Home! Don't forget to ask about our special offers today!</b></font>
WeConnect Enterprise Solutions,Dealer,8555746444,,Consumer Residential,0,,0,,69359,,,<font size='8' color='red'><b>Thank you for calling WeConnect Enterprise Solutions! Don't forget to ask about our special offers today!</b></font>
EnterSource,Dealer,8555746445,,Consumer Residential,0,,0,,69156,,,<font size='8' color='red'><b>Thank you for calling EnterSource! Don't forget to ask about our special offers today!</b></font>
Nexlink Global Services Inc,Dealer,8555746447,,Consumer Residential,0,,0,,69369,,,<font size='8' color='red'><b>Thank you for calling Nexlink Global Services! Don't forget to ask about our special offers today!</b></font>
Patriot IT and Security Services Corp,Dealer,8555746448,,Consumer Residential,0,,0,,69374,,,<font size='8' color='red'><b>Thank you for calling Patriot IT and Security Services Corp! Don't forget to ask about our special offers today!</b></font>
Sat Store USA,Dealer,8555746449,,Consumer Residential,0,,0,,568867,,,<font size='8' color='red'><b>Thank you for calling Sat Store USA! Don't forget to ask about our special offers today!</b></font>
Star Communications,Dealer,8555746450,,Consumer Residential,0,,0,,69211,,,<font size='8' color='red'><b>Thank you for calling Star Communications! Don't forget to ask about our special offers today!</b></font>
Ozark Satellite,Dealer,8555746451,,Consumer Residential,0,,0,,213309,,,<font size='8' color='red'><b>Thank you for calling Ozark Satellite! Don't forget to ask about our special offers today!</b></font>
Dealer Test,Other,8556239011,,Consumer Residential,0,,0,,,,,
TV HughesNet10 com Root Domain,Broadcast,8556239012,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8556239013,,Consumer Residential,0,,1,,,,,
DISH Installer 60 and Installer 30 V1 Free Install Gen4,Broadcast,8556239014,,Consumer Residential,0,,1,,,,,
DISH Recovery Act inContact xfer TFN,Campaigns,8556239015,,Consumer Residential,0,,0,,,,,
DTV line DTV009 inContact transfer old,Broadcast,8556239016,,Consumer Residential,0,,1,,,,,
DTV line old ,Broadcast,8556239017,,Consumer Residential,0,,1,,,,,
DTV Referrals TFN,Broadcast,8556239018,,Consumer Residential,0,,1,,,,,
Customer Care Transfer to New Sales ,Other,8556239019,,Consumer Residential,0,,0,,,,,
DTV Installer 60 V1 Free Install Gen4,Broadcast,8556239029,,Consumer Residential,0,,1,,,,,
Sure Site,Dealer,8556274794,,Consumer Residential,0,,0,,70393,,,<font size='8' color='red'><b>Thank you for calling Sure Site! Don't forget to ask about our special offers today!</b></font>
Tiger Communications,Dealer,8556274885,,Consumer Residential,0,,0,,43444,,,<font size='8' color='red'><b>Thank you for calling Tiger Communications! Don't forget to ask about our special offers today!</b></font>
Top Dog,Dealer,8556274888,,Consumer Residential,0,,0,,69218,,,<font size='8' color='red'><b>Thank you for calling Top Dog! Don't forget to ask about our special offers today!</b></font>
Florida Totalcom Inc,Dealer,8556274889,,Consumer Residential,0,,0,,69144,,,<font size='8' color='red'><b>Thank you for calling Florida Totalcom Inc! Don't forget to ask about our special offers today!</b></font>
Vision Quest Communications,Dealer,8556274890,,Consumer Residential,0,,0,,69174,,,<font size='8' color='red'><b>Thank you for calling Vision Quest Communications! Don't forget to ask about our special offers today!</b></font>
Access Point ,Dealer,8556274910,,Consumer Residential,0,,0,,69157,,,<font size='8' color='red'><b>Thank you for calling Access Point! Don't forget to ask about our special offers today!</b></font>
21st Century,Dealer,8556274911,,Consumer Residential,0,,0,,69141,,,<font size='8' color='red'><b>Thank you for calling 21st Century! Don't forget to ask about our special offers today!</b></font>
Talk nTalk,Dealer,8556274912,,Consumer Residential,0,,0,,52463,,,<font size='8' color='red'><b>Thank you for calling Talk n Talk Choice Satellite! Don't forget to ask about our special offers today!</b></font>
Yellowpages Print Ad 2015 OLD,Directories,8556274913,,Consumer Residential,0,,1,,,,,
LoneStar,Dealer,8556274914,,Consumer Residential,0,,0,,342,,,<font size='8' color='red'><b>Thank you for calling LoneStar! Don't forget to ask about our special offers today!</b></font>
LG Satellite,Dealer,8556301693,,Consumer Residential,0,,0,,53005,,,<font size='8' color='red'><b>Thank you for calling LG Satellite! Don't forget to ask about our special offers today!</b></font>
RV BI Web Referrals top left link,Business,8556301697,,Business,0,,0,70130000001x5hV,,Business Web,,
RV BI Web Referral Main Nav link ,Business,8556301698,,Business,0,,0,70130000001x5ha,,Business Web,,
RV BI Web Referral Footer Link,Business,8556301699,,Business,0,,0,70130000001x5hf,,Business Web,,
DM 1114 ECHOXVII LOWFILL HHD14Q2 1to4 Odd,Campaigns,8556301723,,Consumer Residential,0,,0,,,,,
DM 1114 ECHOXVII LOWFILL HHD Freq HNS14Q1 3plus HHD14Q2 1to2 Even,Campaigns,8556301845,,Consumer Residential,0,,0,,,,,
First Digital Internet,Dealer,8556302347,,Consumer Residential,0,,0,,92099,,,<font size='8' color='red'><b>Thank you for calling First Digital! Don't forget to ask about our special offers today!</b></font>
DM 1114 ECHOXVII LOWFILL  HHD14Q2 1to4 Odd,Campaigns,8556302348,,Consumer Residential,0,,0,,,,,
DM 1214 Spaceway  HHD14Q2 Tile 1 to4 Even,Campaigns,8556302350,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII  LOWFILL  ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8556302351,,Consumer Residential,0,,0,,,,,
Temple Satellite ,Dealer,8556717338,,Consumer Residential,0,,0,,59272,,,<font size='8' color='red'><b>Thank you for calling Temple Satellite! Don't forget to ask about our special offers today!</b></font>
Connect Contracting ,Dealer,8556717339,,Consumer Residential,0,,0,,64114,,,<font size='8' color='red'><b>Thank you for calling Connect Contracting! Don't forget to ask about our special offers today!</b></font>
Big Boy Toys,Dealer,8556717340,,Consumer Residential,0,,0,,37441,,,<font size='8' color='red'><b>Thank you for calling Big Boy Toys! Don't forget to ask about our special offers today!</b></font>
InTouch Tech Solutions LLC,Dealer,8556717341,,Consumer Residential,0,,0,,68955,,,<font size='8' color='red'><b>Thank you for calling InTouch Tech Solutions! Don't forget to ask about our special offers today!</b></font>
Roga Satellite,Dealer,8556717342,,Consumer Residential,0,,0,,43450,,,<font size='8' color='red'><b>Thank you for calling Roga Satellite! Don't forget to ask about our special offers today!</b></font>
Quality Systems LLC,Dealer,8556717343,,Consumer Residential,0,,0,,14271,,,<font size='8' color='red'><b>Thank you for calling Quality Systems! Don't forget to ask about our special offers today!</b></font>
A and R Communications,Dealer,8556717344,,Consumer Residential,0,,0,,26356,,,<font size='8' color='red'><b>Thank you for calling A and R Communications! Don't forget to ask about our special offers today!</b></font>
GT Express,Dealer,8556717345,,Consumer Residential,0,,0,,955,,,<font size='8' color='red'><b>Thank you for calling GT Express! Don't forget to ask about our special offers today!</b></font>
DTV Dircks Graphic Spot,Broadcast,8556923056,,Consumer Residential,0,,1,,,,,
DTV Dircks Graphic Spot,Broadcast,8556923057,,Consumer Residential,0,,1,,,,,
DTV Dircks Graphic Spot,Broadcast,8556923058,,Consumer Residential,0,,1,,,,,
DTV Dircks Graphic Spot,Broadcast,8556923059,,Consumer Residential,0,,1,,,,,
DISH Dircks Graphic Spot,Broadcast,8556923144,,Consumer Residential,0,,1,,,,,
DISH Dircks Graphic Spot,Broadcast,8556923145,,Consumer Residential,0,,1,,,,,
DISH Dircks Graphic Spot,Broadcast,8556923146,,Consumer Residential,0,,1,,,,,
DTV Dircks Graphic Spot WEB SITE ONLY,Broadcast,8556923147,,Consumer Residential,0,,1,,,,,
DISH Dircks Graphic Spot 60 sec WEB SITE ONLY,Broadcast,8556923148,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home A,Broadcast,8556923149,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8557367457,,Consumer Residential,0,,1,,,,,
DTV Fun Online ,Broadcast,8557367459,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home ,Broadcast,8557367460,,Consumer Residential,0,,1,,,,,
DTV Root domain Fun Online,Broadcast,8557367461,,Consumer Residential,0,,1,,,,,
DTV Out of Reach,Broadcast,8557367465,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8557367469,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8557367470,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home,Broadcast,8557367471,,Consumer Residential,0,,1,,,,,
DISH Out of Reach,Broadcast,8557367481,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8557367488,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8557509939,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8557509943,,Consumer Residential,0,,1,,,,,
DISH Cricket,Broadcast,8557509945,,Consumer Residential,0,,1,,,,,
DISH Cricket,Broadcast,8557509947,,Consumer Residential,0,,1,,,,,
DISH Cricket,Broadcast,8557509948,,Consumer Residential,0,,1,,,,,
DISH Cricket,Broadcast,8557509961,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8557509962,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8557509963,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8557509964,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8557509965,,Consumer Residential,0,,1,,,,,
Eagle Satellite,Dealer,8557893112,,Consumer Residential,0,,0,,51006,,,<font size='8' color='red'><b>Thank you for calling Eagle Satellite! Don't forget to ask about our special offers today!</b></font>
Satellite Networking ,Dealer,8557893153,,Consumer Residential,0,,0,,69073,,,<font size='8' color='red'><b>Thank you for calling Satellite Networking! Don't forget to ask about our special offers today!</b></font>
Satellite Central ,Dealer,8557893154,,Consumer Residential,0,,0,,70378,,,<font size='8' color='red'><b>Thank you for calling Satellite Central! Don't forget to ask about our special offers today!</b></font>
First Choice Satellite,Dealer,8557893155,,Consumer Residential,0,,0,,46695,,,<font size='8' color='red'><b>Thank you for calling First Choice Satellite! Don't forget to ask about our special offers today!</b></font>
D and D Satellite,Dealer,8557893156,,Consumer Residential,0,,0,,65467,,,<font size='8' color='red'><b>Thank you for calling D and D Satellite! Don't forget to ask about our special offers today!</b></font>
All About Computers,Dealer,8557893157,,Consumer Residential,0,,0,,213932,,,<font size='8' color='red'><b>Thank you for calling All About Computers! Don't forget to ask about our special offers today!</b></font>
New Horizon,Dealer,8557893158,,Consumer Residential,0,,0,,35881,,,<font size='8' color='red'><b>Thank you for calling New Horizon! Don't forget to ask about our special offers today!</b></font>
DISH Frank  V1,Broadcast,8558008187,,Consumer Residential,0,,1,,,,,
DTV Frank  V1,Broadcast,8558008251,,Consumer Residential,0,,1,,,,,
DISH Frank  V1,Broadcast,8558008252,,Consumer Residential,0,,1,,,,,
DTV Frank  V1,Broadcast,8558008254,,Consumer Residential,0,,1,,,,,
DISH Frank  V1,Broadcast,8558008256,,Consumer Residential,0,,1,,,,,
DTV Frank  V1,Broadcast,8558008257,,Consumer Residential,0,,1,,,,,
DISH Frank  V1,Broadcast,8558008259,,Consumer Residential,0,,1,,,,,
TV HughesNet 30 com Root Domain,Broadcast,8558008260,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home A,Broadcast,8558008261,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home A,Broadcast,8558008262,,Consumer Residential,0,,1,,,,,
Home Sweet Home  Bassmasters,Broadcast,8558405307,,Consumer Residential,0,,1,,,,,
Home Sweet Home Hunting the Country,Broadcast,8558405308,,Consumer Residential,0,,1,,,,,
Home Sweet Home Real Hunting,Broadcast,8558405309,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8558405310,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8558405311,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8558405312,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8558405313,,Consumer Residential,0,,1,,,,,
DISH Out of Reach,Broadcast,8558405314,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8558405315,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8558405316,,Consumer Residential,0,,1,,,,,
DM RV test number,Campaigns,8558437969,,Consumer Residential,0,,0,,,,,
